,Book,Author,Description,Genres,Year of Publication,Publisher_x,URL,Aggregated Emotions,Aggregated Des Emotions,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
2377,how the grinch stole christmas!,dr. seuss,grinch hated christmas whole christmas season please ask one quite knows reason dr seuss small hearted grinch ranks right scrooge comes crankiest scowling holiday grumps time 53 years grinch lived cave side mountain looming whos whoville noisy holiday preparations infernal singing happy little citizens annoy end grinch decides frivolous merriment must stop wonderful awful idea santa outfit strap heavy antlers poor quivering dog max construct makeshift sleigh head whoville strip chafingly cheerful whos yuletide glee looking quite place disturbing makeshift santa get grinch slithers chimneys empty bags stealing whos presents food even logs humble fires takes ramshackle sleigh mt crumpit dump waits hear sobs whos wake discover trappings christmas disappeared imagine whos dismay discover evil doings grinch anti santa guise sound sobbing singing children simultaneously adore fear triumphant twisted seussian testimonial undaunted cheerfulness whos transcendent nature joy course growth potential heart two sizes small holiday classic perfect reading aloud favorite little whos ,Classics,1957,Random House Books for Young Readers,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_,"[(' happy', 38), (' angry', 7), (' loved', 7), (' attached', 6), (' alone', 4), (' hated', 3), (' fearless', 2), (' focused', 2), (' lost', 2), (' sad', 2), (' adequate', 2), (' bored', 1), (' average', 1), (' attracted', 1), (' cheated', 1), (' fearful', 1)]","[(' happy', 60), (' hated', 30)]",0394800796,how the grinch stole christmas!,Dr. Seuss,1957,Random House Books for Young Readers,http://images.amazon.com/images/P/0394800796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800796.01.LZZZZZZZ.jpg
2378,oliver twist,charles dickens,gripping portrayal london dark criminal underbelly published penguin classics introduction philip horne story oliver twist orphaned set upon evil adversity first breath shocked readers published running away workhouse pompous beadle mr bumble oliver finds lured den thieves peopled vivid memorable characters artful dodger vicious burglar bill sikes dog bull eye prostitute nancy watched cunning master thief fagin combining elements gothic romance newgate novel popular melodrama dickens created entirely new kind fiction scathing indictment cruel society pervaded unforgettable sense threat mystery penguin classics edition oliver twist first critical edition faithfully reproduce text earliest readers would encountered serialisation bentley miscellany includes introduction philip horne glossary victorian thieves slang chronology dickens life map contemporary london george cruikshank original illustrations seventy years penguin leading publisher classic literature english speaking world 1 700 titles penguin classics represents global bookshelf best works throughout history across genres disciplines readers trust series provide authoritative texts enhanced introductions notes distinguished scholars contemporary authors well date translations award winning translators ,Classics,1993,Troll Communications,https://www.goodreads.com/book/show/18254.Oliver_Twist,"[(' happy', 28), (' sad', 19), (' angry', 11), (' attracted', 6), (' focused', 5), (' attached', 5), (' adequate', 4), (' loved', 4), (' fearful', 4), (' ecstatic', 3), (' powerless', 3), (' independent', 3), (' surprise', 3), (' singled out', 3), (' cheated', 3), (' entitled', 3), (' alone', 2), (' hated', 2), (' fearless', 2), (' lost', 2), (' derailed', 1), (' lustful', 1), (' average', 1), (' anxious', 1), (' bored', 1)]","[(' sad', 29), (' surprise', 29)]",0893757845,oliver twist,Charles Dickens,1993,Troll Communications,http://images.amazon.com/images/P/0893757845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0893757845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0893757845.01.LZZZZZZZ.jpg
2385,the master and margarita,mikhail bulgakov,first complete annotated english translation mikhail bulgakov comic masterpiece audacious revision stories faust pontius pilate master margarita recognized one essential classics modern russian literature novel vision soviet life 1930s ferociously accurate could published author lifetime appeared censored edition 1960s truths enduring language become part common russian speech one hot spring devil arrives moscow accompanied retinue includes beautiful naked witch immense talking black cat fondness chess vodka visitors quickly wreak havoc city refuses believe either god satan also bring peace two unhappy muscovites one master writer pilloried daring write novel christ pontius pilate margarita loves master deeply willing literally go hell ensues novel inexhaustible energy humor philosophical depth work whose nuances emerge first time diana burgin katherine tiernan connor splendid english version ,Classics,1987,Grove Press,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,"[(' happy', 41), (' sad', 22), (' attracted', 11), (' free', 9), (' attached', 9), (' fearful', 8), (' angry', 7), (' loved', 5), (' hated', 4), (' ecstatic', 4), (' anxious', 4), (' alone', 4), (' powerless', 4), (' fearless', 3), (' demoralized', 3), (' esteemed', 3), (' adequate', 3), (' independent', 3), (' entitled', 2), (' safe', 2), (' lost', 2), (' surprise', 2), (' embarrassed', 1), (' obsessed', 1), (' belittled', 1), (' average', 1)]","[(' fearless', 60), (' average', 30), (' sad', 30)]",0802130119,the master and margarita,Mikhail Bulgakov,1987,Grove Press,http://images.amazon.com/images/P/0802130119.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802130119.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802130119.01.LZZZZZZZ.jpg
2388,in cold blood,truman capote,november 15 1959 small town holcomb kansas four members clutter family savagely murdered blasts shotgun held inches faces apparent motive crime almost clues truman capote reconstructs murder investigation led capture trial execution killers generates mesmerizing suspense astonishing empathy cold blood work transcends moment yielding poignant insights nature american violence ,Classics,1981,Signet Book,https://www.goodreads.com/book/show/168642.In_Cold_Blood,"[(' happy', 31), (' sad', 20), (' attached', 15), (' focused', 11), (' surprise', 7), (' fearful', 7), (' adequate', 7), (' average', 6), (' hated', 4), (' attracted', 4), (' esteemed', 4), (' fearless', 4), (' angry', 4), (' embarrassed', 3), (' free', 3), (' alone', 2), (' loved', 2), (' singled out', 2), (' anxious', 2), (' belittled', 1), (' apathetic', 1), (' powerless', 1), (' independent', 1), (' codependent', 1), (' lost', 1), (' lustful', 1), (' ecstatic', 1), (' safe', 1), (' cheated', 1)]",[],0451149955,in cold blood,Truman Capote,1981,Signet Book,http://images.amazon.com/images/P/0451149955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451149955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451149955.01.LZZZZZZZ.jpg
2391,heart of darkness,joseph conrad,heart darkness novel joseph conrad originally three part series blackwood magazine 1899 story within story following character named charlie marlow recounts adventure group men onboard anchored ship story told early life ferry boat captain although job transport ivory downriver charlie develops interest investing ivory procurement agent kurtz employed government preceded reputation brilliant emissary progress kurtz established god among natives “ one darkest places earth ” marlow suspects something else kurtz gone mad reflection corruptive european colonialism journey nightmare psyche one corrupted heart darkness considered one influential works ever written ,Classics,2002,Hesperus Press,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,"[(' sad', 24), (' happy', 9), (' attached', 6), (' attracted', 5), (' hated', 4), (' esteemed', 3), (' independent', 3), (' embarrassed', 3), (' alone', 3), (' powerless', 3), (' angry', 3), (' adequate', 3), (' cheated', 2), (' free', 2), (' surprise', 2), (' singled out', 2), (' anxious', 2), (' lustful', 2), (' safe', 1), (' obsessed', 1), (' demoralized', 1), (' average', 1), (' ecstatic', 1), (' fearless', 1), (' lost', 1), (' codependent', 1), (' fearful', 1)]","[(' angry', 30)]",184391008X,heart of darkness,Joseph Conrad,2002,Hesperus Press,http://images.amazon.com/images/P/184391008X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/184391008X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/184391008X.01.LZZZZZZZ.jpg
2392,the gift of the magi,o. henry,henry classic tale wisest gifts christmas gift share treasure shabby new york flat della sobs counts coins saved buy christmas present husband jim one dollar eighty seven cents money world gift worthy devotion require great sacrifice selling long beautiful hair set new york turn twentieth century classic piece american literature tells story young couple value love jim meanwhile made sacrifice della less difficult exchange gifts christmas eve discovery done fills despair realize true gifts christmas found readily humble apartment fine store set new york turn twentieth century classic piece american literature tells story young couple value love henrypaints masterly portrait unfaltering love harsh world outside poignancy story captured zwerger eloquent art wherein every glance every gesture tells subtle truth ,Classics,1989,Ideals Publications,https://www.goodreads.com/book/show/143534.The_Gift_of_the_Magi,"[(' happy', 21), (' attached', 12), (' sad', 9), (' loved', 7), (' free', 4), (' attracted', 3), (' angry', 3), (' lost', 2), (' fearless', 1), (' focused', 1), (' independent', 1), (' hated', 1), (' esteemed', 1), (' bored', 1), (' ecstatic', 1), (' adequate', 1)]","[(' sad', 30), (' happy', 30)]",0824983882,the gift of the magi,O. Henry,1989,Ideals Publications,http://images.amazon.com/images/P/0824983882.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0824983882.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0824983882.01.LZZZZZZZ.jpg
2393,on the road,jack kerouac,quintessential novel america beat generation road chronicles jack kerouac years traveling n american continent friend neal cassady sideburned hero snowy west sal paradise dean moriarty two roam country quest self knowledge experience kerouac love america compassion humanity sense language jazz combine make road inspirational work lasting importance classic novel freedom longing defined meant beat inspired every generation since initial publication ,Classics,1991,Penguin Books,https://www.goodreads.com/book/show/70401.On_the_Road,"[(' happy', 33), (' sad', 20), (' attached', 7), (' fearless', 6), (' free', 5), (' loved', 5), (' hated', 3), (' angry', 3), (' powerless', 3), (' obsessed', 3), (' alone', 3), (' lost', 3), (' independent', 2), (' bored', 2), (' attracted', 2), (' embarrassed', 2), (' lustful', 2), (' codependent', 1), (' esteemed', 1), (' adequate', 1), (' apathetic', 1), (' derailed', 1), (' demoralized', 1), (' focused', 1)]","[(' happy', 30)]",0140042598,on the road,Jack Kerouac,1991,Penguin Books,http://images.amazon.com/images/P/0140042598.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140042598.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140042598.01.LZZZZZZZ.jpg
2403,the art of war,sun tzu,twenty five hundred years ago sun tzu wrote classic book military strategy based chinese warfare military thought since time levels military used teaching sun tzu warfare civilization adapted teachings use politics business everyday life art war book used gain advantage opponents boardroom battlefield alike ,Classics,1989,Delta,https://www.goodreads.com/book/show/10534.The_Art_of_War,"[(' happy', 22), (' attached', 10), (' attracted', 10), (' sad', 6), (' fearless', 6), (' independent', 5), (' loved', 3), (' angry', 3), (' adequate', 3), (' average', 3), (' powerless', 3), (' esteemed', 2), (' surprise', 2), (' alone', 2), (' safe', 2), (' free', 1), (' embarrassed', 1), (' focused', 1), (' fearful', 1)]",[],0385299850,the art of war,SUN TZU,1989,Delta,http://images.amazon.com/images/P/0385299850.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385299850.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385299850.01.LZZZZZZZ.jpg
2412,aesop's fables,aesop,fables aesop become one enduring traditions european culture ever since first written nearly two millennia ago aesop reputedly tongue tied slave miraculously received power speech legendary storytelling came collections prose verse fables scattered throughout greek roman literature first published english caxton 1484 fables morals continue charm modern readers know story tortoise hare boy cried wolf ,Classics,1992,Gramercy,https://www.goodreads.com/book/show/21348.Aesop_s_Fables,"[(' happy', 14), (' attached', 7), (' independent', 2), (' loved', 2), (' average', 2), (' fearless', 2), (' fearful', 2), (' focused', 2), (' sad', 2), (' angry', 1), (' ecstatic', 1), (' adequate', 1), (' attracted', 1), (' powerless', 1), (' singled out', 1)]",[],0517171988,aesop's fables,Aesop,1992,Gramercy,http://images.amazon.com/images/P/0517171988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517171988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517171988.01.LZZZZZZZ.jpg
2417,dr. jekyll and mr. hyde,robert louis stevenson,robert louis stevenson masterpiece duality good evil man nature sprang darkest recesses unconscious—during nightmare wife awakened alerted screams hundred years later tale mild mannered dr jekyll drug unleashes evil inner persona—the loathsome twisted mr hyde—has lost none ability shock realistic police style narrative chillingly relates jekyll desperation hyde gains control soul—and gives voice fears violence evil within us written freud naming ego id stevenson enduring classic demonstrates remarkable understanding personality inner conflicts—and remains irresistibly terrifying stuff worst nightmares ,Classics,1990,Tor Books,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,"[(' happy', 24), (' sad', 11), (' attracted', 9), (' attached', 6), (' free', 5), (' anxious', 5), (' loved', 5), (' angry', 3), (' alone', 3), (' independent', 3), (' entitled', 2), (' obsessed', 2), (' fearful', 2), (' esteemed', 2), (' focused', 2), (' ecstatic', 2), (' singled out', 1), (' surprise', 1), (' adequate', 1), (' cheated', 1), (' bored', 1), (' demoralized', 1), (' hated', 1), (' fearless', 1), (' lustful', 1)]","[(' lost', 30)]",0812504488,dr. jekyll and mr. hyde,Robert Louis Stevenson,1990,Tor Books,http://images.amazon.com/images/P/0812504488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812504488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812504488.01.LZZZZZZZ.jpg
